AME-Recommended Nuclide Masses (source: ciaaw.org, 17 Mar 2021, Juris Meija),,,
,,,
nuclide,mass,uncertainty,Year/link
42Ca,41.958617577,0.000001311,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
42Sc,41.965513660,0.000001379,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
42Ti,41.973031050,0.000005983,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
42V,41.991174,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
43Cl,42.975163839,0.000064558,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
43Ar,42.965669916,0.000075273,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
43K,42.960716772,0.000010818,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
43Ca,42.958766157,0.000001336,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
43Sc,42.961150080,0.000002515,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
43Ti,42.968522694,0.000007514,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
43V,42.980761,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44Cl,43.978517,0.000324,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44Ar,43.965365247,0.000021906,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44K,43.961555607,0.000038434,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44Ca,43.955480605,0.000001404,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44Sc,43.959403862,0.000002400,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44Ti,43.959689701,0.000001471,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44V,43.974451,0.000107,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
44Cr,43.985808830,0.000193242,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
45Ar,44.968094819,0.000064558,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
45K,44.960696447,0.000011483,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
45Ca,44.956185360,0.000001417,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
45Sc,44.955909987,0.000001420,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
45Ti,44.958124279,0.000002980,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
45V,44.965780668,0.000018326,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
45Cr,44.979106538,0.000161058,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46Ar,45.968092652,0.000043894,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46K,45.961975540,0.000016679,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46Ca,45.953689489,0.000004075,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46Sc,45.955169987,0.000001426,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46Ti,45.952629424,0.000001382,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46V,45.960198293,0.000001525,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46Cr,45.968360386,0.000021525,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
46Mn,45.986607,0.000429,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
47K,46.961677118,0.000008529,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
47Ca,46.954543216,0.000004063,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
47Sc,46.952408753,0.000002345,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
47Ti,46.951763987,0.000001130,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
47V,46.954906351,0.000001396,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
47Cr,46.962904977,0.000015122,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
47Mn,46.975680,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
48K,47.965513732,0.000025872,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
48Ca,47.952532821,0.000004344,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
48Sc,47.952234725,0.000005658,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
48Ti,47.947947316,0.000001130,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
48V,47.952257474,0.000003254,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
48Cr,47.954033046,0.000007982,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
48Mn,47.968633,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49K,48.966944578,0.000429437,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49Ca,48.955672451,0.000004365,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49Sc,48.950021990,0.000004279,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49Ti,48.947871082,0.000001132,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49V,48.948517220,0.000001436,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49Cr,48.951337835,0.000002890,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49Mn,48.959622952,0.000025810,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
49Fe,48.973729648,0.000171790,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
50Ca,49.957519014,0.000008938,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
50Sc,49.952186380,0.000016679,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
50Ti,49.944792130,0.000001151,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
50V,49.947160870,0.000001661,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
50Cr,49.946046362,0.000001666,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
50Mn,49.954239491,0.000001721,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
50Fe,49.962992127,0.000064430,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51Ca,50.961421495,0.000053852,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51Sc,50.953601945,0.000021906,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51Ti,50.946616112,0.000001510,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51V,50.943961700,0.000001657,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51Cr,50.944768392,0.000001667,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51Mn,50.948212993,0.000001664,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51Fe,50.956824555,0.000016176,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
51Co,50.970566,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
52Sc,51.957016,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
52Ti,51.946898279,0.000007678,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
52V,51.944777769,0.000001975,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
52Cr,51.940509759,0.000001676,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
52Mn,51.945568045,0.000002594,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
52Fe,51.948114472,0.000013141,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
52Co,51.963176,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
53Ti,52.949729196,0.000107418,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
53V,52.944340046,0.000003723,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
53Cr,52.940651297,0.000001669,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
53Mn,52.941291277,0.000001736,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
53Fe,52.945310187,0.000002330,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
53Co,52.954224922,0.000019394,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
53Ni,52.968427803,0.000194207,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
54Ti,53.951228,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
54V,53.946441906,0.000016189,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
54Cr,53.938882507,0.000001668,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
54Mn,53.940360830,0.000001984,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
54Fe,53.939612747,0.000001534,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
54Co,53.948460316,0.000001650,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
54Ni,53.957909716,0.000053702,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
55V,54.947235764,0.000107367,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
55Cr,54.940841784,0.000001723,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
55Mn,54.938047129,0.000001649,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
55Fe,54.938295905,0.000001537,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
55Co,54.942001201,0.000001574,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
55Ni,54.951336349,0.000011923,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
55Cu,54.966044,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
56V,55.950501,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
56Cr,55.940642869,0.000010320,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
56Mn,55.938906784,0.000001652,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
56Fe,55.934939347,0.000001635,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
56Co,55.939841219,0.000002699,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
56Ni,55.942134307,0.000011962,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
56Cu,55.958667,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
57Cr,56.943438,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
57Mn,56.938285008,0.000003654,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
57Fe,56.935395776,0.000001637,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
57Co,56.936293656,0.000001656,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
57Ni,56.939798872,0.000003190,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
57Cu,56.949139,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
57Zn,56.964994760,0.000139596,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
58Cr,57.944120,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
58Mn,57.940060565,0.000032248,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
58Fe,57.933277331,0.000001641,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
58Co,57.935755037,0.000001965,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
58Ni,57.935346224,0.000001645,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
58Cu,57.944538508,0.000002650,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
58Zn,57.954691342,0.000107366,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
59Mn,58.940443931,0.000030892,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
59Fe,58.934877302,0.000001655,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
59Co,58.933197574,0.000001619,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
59Ni,58.934349364,0.000001644,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
59Cu,58.939502988,0.000002229,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
59Zn,58.949265871,0.000039932,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
60Mn,59.943213422,0.000107438,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
60Fe,59.934077631,0.000004249,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
60Co,59.933819625,0.000001620,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
60Ni,59.930788351,0.000001620,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
60Cu,59.937365806,0.000002746,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
60Zn,59.941830359,0.000011433,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
61Fe,60.936748400,0.000021538,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
61Co,60.932477756,0.000001858,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
61Ni,60.931057915,0.000001630,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
61Cu,60.933460968,0.000001959,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
61Zn,60.939513888,0.000017558,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
61Ga,60.948961,0.000430,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
62Fe,61.936772771,0.000015633,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
62Co,61.934059525,0.000020003,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
62Ni,61.928346126,0.000001646,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
62Cu,61.932585581,0.000005312,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
62Zn,61.934332252,0.000010895,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
62Ga,61.944177650,0.000029963,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
63Fe,62.940750960,0.000064435,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
63Co,62.933613643,0.000021538,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
63Ni,62.929669660,0.000001651,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
63Cu,62.929598893,0.000001652,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
63Zn,62.933213631,0.000002345,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
63Ga,62.939139550,0.000107379,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
63Ge,62.949123,0.000339,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
64Co,63.935811815,0.000021538,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
64Ni,63.927967928,0.000001699,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
64Cu,63.929765567,0.000001658,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
64Zn,63.929144797,0.000001861,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
64Ga,63.936836479,0.000004268,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
64Ge,63.941570773,0.000268418,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
65Co,64.936490448,0.000053792,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
65Ni,64.930086174,0.000001712,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
65Cu,64.927792874,0.000001982,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
65Zn,64.929243045,0.000001927,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
65Ga,64.932738276,0.000002148,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
65Ge,64.939438965,0.000107370,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
65As,64.949208,0.000443,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
66Ni,65.929116068,0.000017514,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
66Cu,65.928872206,0.000001986,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
66Zn,65.926034739,0.000001717,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
66Ga,65.931590288,0.000003650,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
66Ge,65.933846860,0.000014425,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
66As,65.944099128,0.000055581,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
67Ni,66.931570167,0.000020457,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
67Cu,66.927747444,0.000008761,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
67Zn,66.927129087,0.000001732,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
67Ga,66.928203643,0.000001821,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
67Ge,66.932736567,0.000005293,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
67As,66.939188517,0.000107484,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
